what,kind,bundleId,bundleVersion,description,time
stopped,bundle,com.aptana.ide.scripting,2.0.0.1278523018,"com.aptana.ide.scripting",1390465874999
stopped,bundle,com.aptana.ide.editor.xml,2.0.0.1253913567,"com.aptana.ide.editor.xml",1390465874999
stopped,bundle,com.aptana.ide.editor.erb,1.2.3.1278449953,"com.aptana.ide.editor.erb",1390465875000
stopped,bundle,net.lucky_dip.hamleditor,0.6.1.1274114871,"net.lucky_dip.hamleditor",1390465875000
stopped,bundle,com.aptana.ide.editor.html,2.0.0.1278523018,"com.aptana.ide.editor.html",1390465875001
stopped,bundle,com.aptana.ide.editor.css,2.0.0.1257380403,"com.aptana.ide.editor.css",1390465875001
stopped,bundle,com.aptana.ide.js.docgen,2.0.0.1278523018,"com.aptana.ide.js.docgen",1390465875002
stopped,bundle,org.eclipse.eclipsemonkey.lang.javascript,2.0.0.1277749615,"org.eclipse.eclipsemonkey.lang.javascript",1390465875002
stopped,bundle,org.eclipse.eclipsemonkey.ui,2.0.0.1277749615,"org.eclipse.eclipsemonkey.ui",1390465875002
stopped,bundle,com.aptana.ide.editor.js,2.0.0.1278523018,"com.aptana.ide.editor.js",1390465875003
stopped,bundle,com.aptana.ide.editor.json,2.0.0.1278614541,"com.aptana.ide.editor.json",1390465875003
stopped,bundle,com.aptana.ide.editor.text,2.0.0.1253913567,"com.aptana.ide.editor.text",1390465875004
stopped,bundle,com.aptana.ide.editor.yaml,2.0.0.1255038335,"com.aptana.ide.editor.yaml",1390465875004
stopped,bundle,com.aptana.ide.editors.codeassist,2.0.0.1278523018,"com.aptana.ide.editors.codeassist",1390465875005
stopped,bundle,com.aptana.ide.editors.ui,2.0.0.1278614541,"com.aptana.ide.editors.ui",1390465875006
stopped,bundle,com.aptana.ide.samples.ui,2.0.0.1278614541,"com.aptana.ide.samples.ui",1390465875006
stopped,bundle,com.aptana.radrails.cloud,1.0.2.1274114401,"com.aptana.radrails.cloud",1390465875006
stopped,bundle,org.radrails.server.ui,1.3.0.1274114871,"org.radrails.server.ui",1390465875007
stopped,bundle,org.radrails.rails.ui,1.3.1.1274114871,"org.radrails.rails.ui",1390465875007
stopped,bundle,org.radrails.server.core,1.2.2.1274114871,"org.radrails.server.core",1390465875007
stopped,bundle,org.radrails.db.core,2.0.0.1274114871,"org.radrails.db.core",1390465876115
stopped,bundle,org.radrails.rails.core,1.3.1.1274114871,"org.radrails.rails.core",1390465876115
stopped,bundle,com.aptana.ide.intro,2.0.0.1278523018,"com.aptana.ide.intro",1390465876115
stopped,bundle,com.aptana.ide.server.jetty.ui,2.0.0.1278614541,"com.aptana.ide.server.jetty.ui",1390465876116
stopped,bundle,com.aptana.ide.server.ui,2.0.0.1278523018,"com.aptana.ide.server.ui",1390465876116
stopped,bundle,com.aptana.ide.logging,2.0.0.1278523018,"com.aptana.ide.logging",1390465876117
stopped,bundle,com.aptana.ide.snippets,2.0.0.1277749615,"com.aptana.ide.snippets",1390465876117
stopped,bundle,com.aptana.ide.editors,2.0.5.1278523018,"com.aptana.ide.editors",1390465876117
stopped,bundle,com.aptana.ide.installer,2.0.5.1278523018,"com.aptana.ide.installer",1390465876117
stopped,bundle,com.aptana.ide.search,2.0.0.1278523018,"com.aptana.ide.search",1390465876118
stopped,bundle,com.aptana.ide.search.epl,2.0.0.1278523018,"com.aptana.ide.search.epl",1390465876119
stopped,bundle,com.aptana.ide.server.portal,2.0.0.1278523018,"com.aptana.ide.server.portal",1390465876119
stopped,bundle,com.aptana.ide.update.portal,2.0.0.1278614541,"com.aptana.ide.update.portal",1390465876119
stopped,bundle,com.aptana.ide.update.ui,2.0.0.1278614541,"com.aptana.ide.update.ui",1390465876119
stopped,bundle,com.aptana.ide.server.jetty,2.0.0.1278523018,"com.aptana.ide.server.jetty",1390465876119
stopped,bundle,com.aptana.ide.syncing.doms,2.0.5.1278614541,"com.aptana.ide.syncing.doms",1390465876119
stopped,bundle,com.aptana.ide.syncing.ui,2.0.5.1278614541,"com.aptana.ide.syncing.ui",1390465876119
stopped,bundle,com.aptana.ide.syncing.core,2.0.5.1278614541,"com.aptana.ide.syncing.core",1390465876119
stopped,bundle,com.aptana.ide.ui.secureftp,2.0.3.1278035782,"com.aptana.ide.ui.secureftp",1390465876120
stopped,bundle,com.aptana.ide.ui.ftp,2.0.3.1278614541,"com.aptana.ide.ui.ftp",1390465876120
stopped,bundle,com.aptana.ide.pathtools,2.0.1.1278614541,"com.aptana.ide.pathtools",1390465876121
stopped,bundle,com.aptana.ide.ui.io,2.0.5.1278614541,"com.aptana.ide.ui.io",1390465876121
stopped,bundle,org.eclipse.eclipsemonkey.doms,2.0.0.1277749615,"org.eclipse.eclipsemonkey.doms",1390465876121
stopped,bundle,com.aptana.radrails.scripting,1.2.2.1274114871,"com.aptana.radrails.scripting",1390465876122
stopped,bundle,org.eclipse.eclipsemonkey.lang.ruby,1.2.2.1252597864,"org.eclipse.eclipsemonkey.lang.ruby",1390465876122
stopped,bundle,org.eclipse.eclipsemonkey,2.0.5.1278445773,"org.eclipse.eclipsemonkey",1390465876122
stopped,bundle,com.aptana.ide.core.ui,2.0.5.1278523018,"com.aptana.ide.core.ui",1390465876122
stopped,bundle,com.aptana.rdt.rake,1.3.2.1254241359,"com.aptana.rdt.rake",1390465876122
stopped,bundle,com.aptana.rdt.ui,1.3.2.1254332735,"com.aptana.rdt.ui",1390465876122
stopped,bundle,org.rubypeople.rdt.branding,1.3.0.1254869270,"org.rubypeople.rdt.branding",1390465876123
stopped,bundle,org.rubypeople.rdt.testunit,1.2.4.1254241359,"org.rubypeople.rdt.testunit",1390465876123
stopped,bundle,org.rubypeople.rdt.debug.ui,1.3.2.1260312246,"org.rubypeople.rdt.debug.ui",1390465876123
stopped,bundle,org.rubypeople.rdt.refactoring,1.2.2.1252686004,"org.rubypeople.rdt.refactoring",1390465876123
stopped,bundle,org.rubypeople.rdt.ui,1.2.4.1271774459,"org.rubypeople.rdt.ui",1390465876123
stopped,bundle,org.eclipse.search,3.6.0.v20100520-0800,"org.eclipse.search",1390465876124
stopped,bundle,org.eclipse.mylyn.team.ui,3.4.2.v20100909-0100-e3x,"org.eclipse.mylyn.team.ui",1390465876124
stopped,bundle,org.eclipse.ui.navigator.resources,3.4.201.M20100707-0800,"org.eclipse.ui.navigator.resources",1390465876125
stopped,bundle,org.eclipse.ltk.ui.refactoring,3.5.0.v20100526-0800,"org.eclipse.ltk.ui.refactoring",1390465876125
stopped,bundle,org.eclipse.mylyn.bugzilla.ui,3.4.2.v20100909-0100-e3x,"org.eclipse.mylyn.bugzilla.ui",1390465876125
stopped,bundle,org.eclipse.mylyn.ide.ui,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.ide.ui",1390465876126
stopped,bundle,org.eclipse.mylyn.resources.ui,3.4.1.v20100909-0100-e3x,"org.eclipse.mylyn.resources.ui",1390465876126
stopped,bundle,org.eclipse.mylyn.wikitext.tasks.ui,1.3.1.v20100823-0100-e3x,"org.eclipse.mylyn.wikitext.tasks.ui",1390465876127
stopped,bundle,org.eclipse.mylyn.context.ui,3.4.1.v20100909-0100-e3x,"org.eclipse.mylyn.context.ui",1390465876127
stopped,bundle,org.eclipse.mylyn.help.ui,3.4.1.v20100823-0100-e3x,"org.eclipse.mylyn.help.ui",1390465876128
stopped,bundle,org.eclipse.mylyn.tasks.bugs,3.4.1.v20100823-0100-e3x,"org.eclipse.mylyn.tasks.bugs",1390465876128
stopped,bundle,org.eclipse.mylyn.tasks.ui,3.4.2.v20100902-0100-e3x,"org.eclipse.mylyn.tasks.ui",1390465876128
stopped,bundle,org.eclipse.team.cvs.ui,3.3.301.R36x_v20100825-0800,"org.eclipse.team.cvs.ui",1390465876128
stopped,bundle,org.eclipse.team.ui,3.5.101.R36x_v20100825-0800,"org.eclipse.team.ui",1390465876128
stopped,bundle,org.eclipse.compare,3.5.100.I20100526-0800,"org.eclipse.compare",1390465876128
stopped,bundle,org.eclipse.ui.externaltools,3.2.0.v20100427,"org.eclipse.ui.externaltools",1390465876129
stopped,bundle,com.aptana.radrails.sqlite3.win32,3.5.7.1278709071,"com.aptana.radrails.sqlite3.win32",1390465876129
stopped,bundle,com.aptana.rdt,1.3.1.1263228620,"com.aptana.rdt",1390465876129
stopped,bundle,org.rubypeople.rdt.launching,1.3.0.1271861712,"org.rubypeople.rdt.launching",1390465876169
activated,perspective,org.radrails.rails.ui,,"org.radrails.rails.ui.PerspectiveRails",1390466172713
started,bundle,org.eclipse.osgi,3.6.1.R36x_v20100806,"org.eclipse.osgi",1390466172714
started,bundle,org.eclipse.equinox.simpleconfigurator,1.0.200.v20100503,"org.eclipse.equinox.simpleconfigurator",1390466172715
started,bundle,com.ibm.icu,4.2.1.v20100412,"com.ibm.icu",1390466172715
started,bundle,org.eclipse.compare.core,3.5.100.I20100526-0800,"org.eclipse.compare.core",1390466172716
started,bundle,org.eclipse.core.contenttype,3.4.100.v20100505-1235,"org.eclipse.core.contenttype",1390466172717
started,bundle,org.eclipse.core.databinding.observable,1.3.0.I20100601-0800,"org.eclipse.core.databinding.observable",1390466172721
started,bundle,org.eclipse.core.expressions,3.4.200.v20100505,"org.eclipse.core.expressions",1390466172722
started,bundle,org.eclipse.core.filebuffers,3.5.100.v20100520-0800,"org.eclipse.core.filebuffers",1390466172722
started,bundle,org.eclipse.core.filesystem,1.3.1.R36x_v20100727-0745,"org.eclipse.core.filesystem",1390466172723
started,bundle,org.eclipse.core.jobs,3.5.1.R36x_v20100824,"org.eclipse.core.jobs",1390466172724
started,bundle,org.eclipse.core.net,1.2.100.I20100511-0800,"org.eclipse.core.net",1390466172725
started,bundle,org.eclipse.core.resources,3.6.0.R36x_v20100825-0600,"org.eclipse.core.resources",1390466172726
started,bundle,org.eclipse.core.runtime,3.6.0.v20100505,"org.eclipse.core.runtime",1390466172726
started,bundle,org.eclipse.core.runtime.compatibility,3.2.100.v20100505,"org.eclipse.core.runtime.compatibility",1390466172727
started,bundle,org.eclipse.core.runtime.compatibility.auth,3.2.200.v20100517,"org.eclipse.core.runtime.compatibility.auth",1390466172728
started,bundle,org.eclipse.core.variables,3.2.400.v20100505,"org.eclipse.core.variables",1390466172728
started,bundle,org.eclipse.debug.core,3.6.0.v20100519,"org.eclipse.debug.core",1390466172729
started,bundle,org.eclipse.debug.ui,3.6.1.v20100901_r361,"org.eclipse.debug.ui",1390466172730
started,bundle,org.eclipse.epp.usagedata.gathering,1.3.0.R201005261100,"org.eclipse.epp.usagedata.gathering",1390466172731
started,bundle,org.eclipse.epp.usagedata.recording,1.3.0.R201005261100,"org.eclipse.epp.usagedata.recording",1390466172732
started,bundle,org.eclipse.equinox.app,1.3.1.R36x_v20100803,"org.eclipse.equinox.app",1390466172736
started,bundle,org.eclipse.equinox.common,3.6.0.v20100503,"org.eclipse.equinox.common",1390466172737
started,bundle,org.eclipse.equinox.ds,1.2.1.R36x_v20100803,"org.eclipse.equinox.ds",1390466172738
started,bundle,org.eclipse.equinox.event,1.2.0.v20100503,"org.eclipse.equinox.event",1390466172739
started,bundle,org.eclipse.equinox.p2.core,2.0.2.R36x_v20100804,"org.eclipse.equinox.p2.core",1390466172739
started,bundle,org.eclipse.equinox.p2.directorywatcher,1.0.202.R36x_v20100727,"org.eclipse.equinox.p2.directorywatcher",1390466172740
started,bundle,org.eclipse.equinox.p2.engine,2.0.0.v20100606,"org.eclipse.equinox.p2.engine",1390466172741
started,bundle,org.eclipse.equinox.p2.metadata,2.0.0.v20100601,"org.eclipse.equinox.p2.metadata",1390466172742
started,bundle,org.eclipse.equinox.p2.metadata.repository,1.1.0.v20100513,"org.eclipse.equinox.p2.metadata.repository",1390466172742
started,bundle,org.eclipse.equinox.p2.operations,2.0.0.v20100510,"org.eclipse.equinox.p2.operations",1390466172743
started,bundle,org.eclipse.equinox.p2.reconciler.dropins,1.1.0.v20100525,"org.eclipse.equinox.p2.reconciler.dropins",1390466172744
started,bundle,org.eclipse.equinox.p2.repository,2.0.1.R36x_v20100823,"org.eclipse.equinox.p2.repository",1390466172744
started,bundle,org.eclipse.equinox.p2.ui.sdk.scheduler,1.0.0.v20100507-1815,"org.eclipse.equinox.p2.ui.sdk.scheduler",1390466172745
started,bundle,org.eclipse.equinox.p2.updatechecker,1.1.101.R36x_v20100823,"org.eclipse.equinox.p2.updatechecker",1390466172746
started,bundle,org.eclipse.equinox.preferences,3.3.0.v20100503,"org.eclipse.equinox.preferences",1390466172746
